species,latitude,longitude
Eira barbara,-0.69238,-76.01073
Eira barbara,-0.64841,-76.04297
Eira barbara,-0.71882,-75.99482
Eira barbara,-0.73188,-76.01289
Eira barbara,-0.71072,-76.0443
Eira barbara,-0.67549,-76.02143
Eira barbara,-0.67435,-76.06585
Eira barbara,-0.66797,-75.97433
Eira barbara,-0.7205,-75.94435
Eira barbara,-0.74105,-75.94496
Nasua nasua,-0.64841,-76.04297
Nasua nasua,-0.71758,-76.02346
Nasua nasua,-0.71072,-76.0443
Nasua nasua,-0.6978,-76.03301
Nasua nasua,-0.69767,-76.05921
Nasua nasua,-0.67275,-75.99819
Nasua nasua,-0.67549,-76.02143
Nasua nasua,-0.67257,-76.04178
Procyon cancrivorus,-0.75722,-75.96976
Procyon cancrivorus,-0.7205,-75.94435
Panthera onca,-0.69238,-76.01073
Panthera onca,-0.71758,-76.02346
Panthera onca,-0.71882,-75.99482
Panthera onca,-0.73811,-75.99375
Panthera onca,-0.75841,-75.9926
Panthera onca,-0.73188,-76.01289
Panthera onca,-0.73199,-76.03144
Panthera onca,-0.6978,-76.03301
Panthera onca,-0.69767,-76.05921
Panthera onca,-0.71437,-75.97396
Panthera onca,-0.73723,-75.96826
Panthera onca,-0.75722,-75.96976
Panthera onca,-0.67275,-75.99819
Panthera onca,-0.67549,-76.02143
Panthera onca,-0.66797,-75.97433
Panthera onca,-0.7205,-75.94435
Panthera onca,-0.74105,-75.94496
Panthera onca,-0.76305,-75.94549
Leopardus pardalis,-0.73199,-76.03144
Leopardus pardalis,-0.70094,-75.98818
Leopardus wiedii,-0.69238,-76.01073
Leopardus wiedii,-0.64841,-76.04297
Leopardus wiedii,-0.71758,-76.02346
Leopardus wiedii,-0.71882,-75.99482
Leopardus wiedii,-0.73811,-75.99375
Leopardus wiedii,-0.73188,-76.01289
Leopardus wiedii,-0.73199,-76.03144
Leopardus wiedii,-0.71072,-76.0443
Leopardus wiedii,-0.69767,-76.05921
Leopardus wiedii,-0.71437,-75.97396
Leopardus wiedii,-0.75722,-75.96976
Leopardus wiedii,-0.70094,-75.98818
Leopardus wiedii,-0.67275,-75.99819
Leopardus wiedii,-0.67549,-76.02143
Leopardus wiedii,-0.67257,-76.04178
Leopardus wiedii,-0.67435,-76.06585
Leopardus wiedii,-0.68865,-75.96797
Leopardus wiedii,-0.7205,-75.94435
Leopardus wiedii,-0.74105,-75.94496
Puma concolor,-0.73811,-75.99375
Puma concolor,-0.75841,-75.9926
Puma concolor,-0.73199,-76.03144
Puma concolor,-0.71072,-76.0443
Puma concolor,-0.6978,-76.03301
Puma concolor,-0.73723,-75.96826
Puma concolor,-0.70094,-75.98818
Puma concolor,-0.6878,-75.99396
Puma concolor,-0.67275,-75.99819
Puma concolor,-0.67257,-76.04178
Puma concolor,-0.68865,-75.96797
Puma concolor,-0.66797,-75.97433
Puma concolor,-0.74105,-75.94496
Puma concolor,-0.76305,-75.94549
Herpailurus yagouaroundi,-0.71758,-76.02346
Herpailurus yagouaroundi,-0.71882,-75.99482
Herpailurus yagouaroundi,-0.73811,-75.99375
Herpailurus yagouaroundi,-0.75841,-75.9926
Herpailurus yagouaroundi,-0.73188,-76.01289
Herpailurus yagouaroundi,-0.73199,-76.03144
Herpailurus yagouaroundi,-0.71072,-76.0443
Herpailurus yagouaroundi,-0.6978,-76.03301
Herpailurus yagouaroundi,-0.69767,-76.05921
Herpailurus yagouaroundi,-0.71437,-75.97396
Herpailurus yagouaroundi,-0.73723,-75.96826
Herpailurus yagouaroundi,-0.75722,-75.96976
Herpailurus yagouaroundi,-0.70094,-75.98818
Herpailurus yagouaroundi,-0.6878,-75.99396
Herpailurus yagouaroundi,-0.67257,-76.04178
Herpailurus yagouaroundi,-0.68865,-75.96797
Herpailurus yagouaroundi,-0.66797,-75.97433
Herpailurus yagouaroundi,-0.7205,-75.94435
Herpailurus yagouaroundi,-0.74105,-75.94496
Herpailurus yagouaroundi,-0.76305,-75.94549
Atelocynus microtis,-0.69238,-76.01073
Atelocynus microtis,-0.71758,-76.02346
Atelocynus microtis,-0.71882,-75.99482
Atelocynus microtis,-0.73811,-75.99375
Atelocynus microtis,-0.75841,-75.9926
Atelocynus microtis,-0.73199,-76.03144
Atelocynus microtis,-0.71072,-76.0443
Atelocynus microtis,-0.71437,-75.97396
Atelocynus microtis,-0.73723,-75.96826
Atelocynus microtis,-0.75722,-75.96976
Atelocynus microtis,-0.70094,-75.98818
Atelocynus microtis,-0.6878,-75.99396
Atelocynus microtis,-0.67275,-75.99819
Atelocynus microtis,-0.67549,-76.02143
Atelocynus microtis,-0.67257,-76.04178
Atelocynus microtis,-0.67435,-76.06585
Atelocynus microtis,-0.68865,-75.96797
Atelocynus microtis,-0.7205,-75.94435
Atelocynus microtis,-0.74105,-75.94496
Speothos venaticus,-0.69238,-76.01073
Speothos venaticus,-0.64841,-76.04297
Speothos venaticus,-0.71758,-76.02346
Speothos venaticus,-0.71882,-75.99482
Speothos venaticus,-0.73811,-75.99375
Speothos venaticus,-0.75841,-75.9926
Speothos venaticus,-0.73188,-76.01289
Speothos venaticus,-0.73199,-76.03144
Speothos venaticus,-0.71072,-76.0443
Speothos venaticus,-0.6978,-76.03301
Speothos venaticus,-0.69767,-76.05921
Speothos venaticus,-0.71437,-75.97396
Speothos venaticus,-0.73723,-75.96826
Speothos venaticus,-0.75722,-75.96976
Speothos venaticus,-0.70094,-75.98818
Speothos venaticus,-0.6878,-75.99396
Speothos venaticus,-0.67275,-75.99819
Speothos venaticus,-0.67549,-76.02143
Speothos venaticus,-0.67257,-76.04178
Speothos venaticus,-0.67435,-76.06585
Speothos venaticus,-0.68865,-75.96797
Speothos venaticus,-0.66797,-75.97433
Speothos venaticus,-0.7205,-75.94435
Speothos venaticus,-0.74105,-75.94496
Speothos venaticus,-0.76305,-75.94549
Eira barbara,-0.71758,-76.02346
Eira barbara,-0.71437,-75.97396
Eira barbara,-0.73723,-75.96826
Eira barbara,-0.70094,-75.98818
Eira barbara,-0.6878,-75.99396
Eira barbara,-0.67275,-75.99819
Eira barbara,-0.76305,-75.94549
Nasua nasua,-0.69238,-76.01073
Nasua nasua,-0.71882,-75.99482
Nasua nasua,-0.73811,-75.99375
Nasua nasua,-0.75841,-75.9926
Nasua nasua,-0.73188,-76.01289
Nasua nasua,-0.73199,-76.03144
Nasua nasua,-0.71437,-75.97396
Nasua nasua,-0.73723,-75.96826
Nasua nasua,-0.75722,-75.96976
Nasua nasua,-0.70094,-75.98818
Nasua nasua,-0.6878,-75.99396
Nasua nasua,-0.67435,-76.06585
Nasua nasua,-0.66797,-75.97433
Nasua nasua,-0.7205,-75.94435
Nasua nasua,-0.74105,-75.94496
Nasua nasua,-0.76305,-75.94549
Procyon cancrivorus,-0.69238,-76.01073
Procyon cancrivorus,-0.64841,-76.04297
Procyon cancrivorus,-0.71758,-76.02346
Procyon cancrivorus,-0.71882,-75.99482
Procyon cancrivorus,-0.73811,-75.99375
Procyon cancrivorus,-0.75841,-75.9926
Procyon cancrivorus,-0.73188,-76.01289
Procyon cancrivorus,-0.73199,-76.03144
Procyon cancrivorus,-0.71072,-76.0443
Procyon cancrivorus,-0.6978,-76.03301
Procyon cancrivorus,-0.69767,-76.05921
Procyon cancrivorus,-0.71437,-75.97396
Procyon cancrivorus,-0.73723,-75.96826
Procyon cancrivorus,-0.70094,-75.98818
Procyon cancrivorus,-0.6878,-75.99396
Procyon cancrivorus,-0.67275,-75.99819
Procyon cancrivorus,-0.67549,-76.02143
Procyon cancrivorus,-0.67257,-76.04178
Procyon cancrivorus,-0.67435,-76.06585
Procyon cancrivorus,-0.68865,-75.96797
Procyon cancrivorus,-0.66797,-75.97433
Procyon cancrivorus,-0.74105,-75.94496
Procyon cancrivorus,-0.76305,-75.94549
Leopardus pardalis,-1.69819,-76.01207
Leopardus pardalis,-1.67606,-76.00633
Leopardus pardalis,-1.71765,-76.01682
Panthera onca,-1.79898,-76.01696
Leopardus pardalis,-1.74527,-75.9786
Leopardus pardalis,-1.67881,-75.96796
Leopardus pardalis,-1.71706,-75.99212
Leopardus pardalis,-1.75482,-75.9968
Leopardus pardalis,-1.75859,-76.01706
Leopardus pardalis,-1.79898,-76.01696
Panthera onca,-1.76846,-76.03756
Leopardus pardalis,-1.63714,-75.99441
Leopardus pardalis,-1.73713,-76.01693
Leopardus pardalis,-1.77903,-76.01754
Atelocynus microtis,-1.7059,-76.04019
Panthera onca,-1.67606,-76.00633
Panthera onca,-1.71765,-76.01682
Panthera onca,-1.75859,-76.01706
Panthera onca,-1.77903,-76.01754
Leopardus pardalis,-1.65651,-76.00079
Leopardus pardalis,-1.73396,-75.99673
Leopardus pardalis,-1.76846,-76.03756
Panthera onca,-1.71706,-75.99212
Panthera onca,-1.73713,-76.01693
Leopardus pardalis,-1.64594,-76.02111
Leopardus pardalis,-1.6703,-76.04439
Leopardus pardalis,-1.67337,-76.02523
Leopardus pardalis,-1.67352,-75.99027
Leopardus pardalis,-1.69061,-75.99056
Puma concolor,-1.71765,-76.01682
Atelocynus microtis,-1.74527,-75.9786
Eira barbara,-1.7059,-76.04019
Panthera onca,-1.65651,-76.00079
Panthera onca,-1.65261,-75.97661
Panthera onca,-1.6703,-76.04439
Panthera onca,-1.67337,-76.02523
Panthera onca,-1.69819,-76.01207
Panthera onca,-1.72499,-76.03364
Panthera onca,-1.73396,-75.99673
Panthera onca,-1.75482,-75.9968
Leopardus pardalis,-1.62992,-75.97615
Leopardus pardalis,-1.69804,-75.96896
Leopardus pardalis,-1.7059,-76.04019
Leopardus pardalis,-1.75021,-76.0383
Leopardus wiedii,-1.67337,-76.02523
Leopardus wiedii,-1.71706,-75.99212
Leopardus wiedii,-1.77903,-76.01754
Puma concolor,-1.69804,-75.96896
Puma concolor,-1.7059,-76.04019
Puma concolor,-1.72499,-76.03364
Puma concolor,-1.73396,-75.99673
Puma concolor,-1.76846,-76.03756
Puma concolor,-1.75859,-76.01706
Puma concolor,-1.79898,-76.01696
Herpailurus yagouaroundi,-1.7059,-76.04019
Herpailurus yagouaroundi,-1.73396,-75.99673
Herpailurus yagouaroundi,-1.76846,-76.03756
Herpailurus yagouaroundi,-1.77903,-76.01754
Atelocynus microtis,-1.63714,-75.99441
Atelocynus microtis,-1.67606,-76.00633
Atelocynus microtis,-1.71706,-75.99212
Atelocynus microtis,-1.73396,-75.99673
Atelocynus microtis,-1.76846,-76.03756
Speothos venaticus,-1.63714,-75.99441
Speothos venaticus,-1.64594,-76.02111
Eira barbara,-1.6703,-76.04439
Eira barbara,-1.71706,-75.99212
Eira barbara,-1.76846,-76.03756
Eira barbara,-1.75859,-76.01706
Nasua nasua,-1.64594,-76.02111
Nasua nasua,-1.67337,-76.02523
Nasua nasua,-1.67606,-76.00633
Nasua nasua,-1.67881,-75.96796
Nasua nasua,-1.76846,-76.03756
Panthera onca,-1.63714,-75.99441
Panthera onca,-1.62992,-75.97615
Panthera onca,-1.64594,-76.02111
Panthera onca,-1.67352,-75.99027
Panthera onca,-1.67881,-75.96796
Panthera onca,-1.69061,-75.99056
Panthera onca,-1.69804,-75.96896
Panthera onca,-1.7059,-76.04019
Panthera onca,-1.75021,-76.0383
Panthera onca,-1.74527,-75.9786
Leopardus pardalis,-1.65261,-75.97661
Leopardus pardalis,-1.72499,-76.03364
Leopardus wiedii,-1.63714,-75.99441
Leopardus wiedii,-1.62992,-75.97615
Leopardus wiedii,-1.64594,-76.02111
Leopardus wiedii,-1.65651,-76.00079
Leopardus wiedii,-1.65261,-75.97661
Leopardus wiedii,-1.6703,-76.04439
Leopardus wiedii,-1.67606,-76.00633
Leopardus wiedii,-1.67352,-75.99027
Leopardus wiedii,-1.67881,-75.96796
Leopardus wiedii,-1.69061,-75.99056
Leopardus wiedii,-1.69804,-75.96896
Leopardus wiedii,-1.7059,-76.04019
Leopardus wiedii,-1.69819,-76.01207
Leopardus wiedii,-1.72499,-76.03364
Leopardus wiedii,-1.71765,-76.01682
Leopardus wiedii,-1.73713,-76.01693
Leopardus wiedii,-1.73396,-75.99673
Leopardus wiedii,-1.75021,-76.0383
Leopardus wiedii,-1.75482,-75.9968
Leopardus wiedii,-1.74527,-75.9786
Leopardus wiedii,-1.76846,-76.03756
Leopardus wiedii,-1.75859,-76.01706
Leopardus wiedii,-1.79898,-76.01696
Puma concolor,-1.63714,-75.99441
Puma concolor,-1.62992,-75.97615
Puma concolor,-1.64594,-76.02111
Puma concolor,-1.65651,-76.00079
Puma concolor,-1.65261,-75.97661
Puma concolor,-1.6703,-76.04439
Puma concolor,-1.67337,-76.02523
Puma concolor,-1.67606,-76.00633
Puma concolor,-1.67352,-75.99027
Puma concolor,-1.67881,-75.96796
Puma concolor,-1.69061,-75.99056
Puma concolor,-1.69819,-76.01207
Puma concolor,-1.71706,-75.99212
Puma concolor,-1.73713,-76.01693
Puma concolor,-1.75021,-76.0383
Puma concolor,-1.75482,-75.9968
Puma concolor,-1.74527,-75.9786
Puma concolor,-1.77903,-76.01754
Herpailurus yagouaroundi,-1.63714,-75.99441
Herpailurus yagouaroundi,-1.62992,-75.97615
Herpailurus yagouaroundi,-1.64594,-76.02111
Herpailurus yagouaroundi,-1.65651,-76.00079
Herpailurus yagouaroundi,-1.65261,-75.97661
Herpailurus yagouaroundi,-1.6703,-76.04439
Herpailurus yagouaroundi,-1.67337,-76.02523
Herpailurus yagouaroundi,-1.67606,-76.00633
Herpailurus yagouaroundi,-1.67352,-75.99027
Herpailurus yagouaroundi,-1.67881,-75.96796
Herpailurus yagouaroundi,-1.69061,-75.99056
Herpailurus yagouaroundi,-1.69804,-75.96896
Herpailurus yagouaroundi,-1.69819,-76.01207
Herpailurus yagouaroundi,-1.72499,-76.03364
Herpailurus yagouaroundi,-1.71765,-76.01682
Herpailurus yagouaroundi,-1.71706,-75.99212
Herpailurus yagouaroundi,-1.73713,-76.01693
Herpailurus yagouaroundi,-1.75021,-76.0383
Herpailurus yagouaroundi,-1.75482,-75.9968
Herpailurus yagouaroundi,-1.74527,-75.9786
Herpailurus yagouaroundi,-1.75859,-76.01706
Herpailurus yagouaroundi,-1.79898,-76.01696
Atelocynus microtis,-1.62992,-75.97615
Atelocynus microtis,-1.64594,-76.02111
Atelocynus microtis,-1.65651,-76.00079
Atelocynus microtis,-1.65261,-75.97661
Atelocynus microtis,-1.6703,-76.04439
Atelocynus microtis,-1.67337,-76.02523
Atelocynus microtis,-1.67352,-75.99027
Atelocynus microtis,-1.67881,-75.96796
Atelocynus microtis,-1.69061,-75.99056
Atelocynus microtis,-1.69804,-75.96896
Atelocynus microtis,-1.69819,-76.01207
Atelocynus microtis,-1.72499,-76.03364
Atelocynus microtis,-1.71765,-76.01682
Atelocynus microtis,-1.73713,-76.01693
Atelocynus microtis,-1.75021,-76.0383
Atelocynus microtis,-1.75482,-75.9968
Atelocynus microtis,-1.75859,-76.01706
Atelocynus microtis,-1.77903,-76.01754
Atelocynus microtis,-1.79898,-76.01696
Speothos venaticus,-1.62992,-75.97615
Speothos venaticus,-1.65651,-76.00079
Speothos venaticus,-1.65261,-75.97661
Speothos venaticus,-1.6703,-76.04439
Speothos venaticus,-1.67337,-76.02523
Speothos venaticus,-1.67606,-76.00633
Speothos venaticus,-1.67352,-75.99027
Speothos venaticus,-1.67881,-75.96796
Speothos venaticus,-1.69061,-75.99056
Speothos venaticus,-1.69804,-75.96896
Speothos venaticus,-1.7059,-76.04019
Speothos venaticus,-1.69819,-76.01207
Speothos venaticus,-1.72499,-76.03364
Speothos venaticus,-1.71765,-76.01682
Speothos venaticus,-1.71706,-75.99212
Speothos venaticus,-1.73713,-76.01693
Speothos venaticus,-1.73396,-75.99673
Speothos venaticus,-1.75021,-76.0383
Speothos venaticus,-1.75482,-75.9968
Speothos venaticus,-1.74527,-75.9786
Speothos venaticus,-1.76846,-76.03756
Speothos venaticus,-1.75859,-76.01706
Speothos venaticus,-1.77903,-76.01754
Speothos venaticus,-1.79898,-76.01696
Eira barbara,-1.63714,-75.99441
Eira barbara,-1.62992,-75.97615
Eira barbara,-1.64594,-76.02111
Eira barbara,-1.65651,-76.00079
Eira barbara,-1.65261,-75.97661
Eira barbara,-1.67337,-76.02523
Eira barbara,-1.67606,-76.00633
Eira barbara,-1.67352,-75.99027
Eira barbara,-1.67881,-75.96796
Eira barbara,-1.69061,-75.99056
Eira barbara,-1.69804,-75.96896
Eira barbara,-1.69819,-76.01207
Eira barbara,-1.72499,-76.03364
Eira barbara,-1.71765,-76.01682
Eira barbara,-1.73713,-76.01693
Eira barbara,-1.73396,-75.99673
Eira barbara,-1.75021,-76.0383
Eira barbara,-1.75482,-75.9968
Eira barbara,-1.74527,-75.9786
Eira barbara,-1.77903,-76.01754
Eira barbara,-1.79898,-76.01696
Nasua nasua,-1.63714,-75.99441
Nasua nasua,-1.62992,-75.97615
Nasua nasua,-1.65651,-76.00079
Nasua nasua,-1.65261,-75.97661
Nasua nasua,-1.6703,-76.04439
Nasua nasua,-1.67352,-75.99027
Nasua nasua,-1.69061,-75.99056
Nasua nasua,-1.69804,-75.96896
Nasua nasua,-1.7059,-76.04019
Nasua nasua,-1.69819,-76.01207
Nasua nasua,-1.72499,-76.03364
Nasua nasua,-1.71765,-76.01682
Nasua nasua,-1.71706,-75.99212
Nasua nasua,-1.73713,-76.01693
Nasua nasua,-1.73396,-75.99673
Nasua nasua,-1.75021,-76.0383
Nasua nasua,-1.75482,-75.9968
Nasua nasua,-1.74527,-75.9786
Nasua nasua,-1.75859,-76.01706
Nasua nasua,-1.77903,-76.01754
Nasua nasua,-1.79898,-76.01696
Procyon cancrivorus,-1.63714,-75.99441
Procyon cancrivorus,-1.62992,-75.97615
Procyon cancrivorus,-1.64594,-76.02111
Procyon cancrivorus,-1.65651,-76.00079
Procyon cancrivorus,-1.65261,-75.97661
Procyon cancrivorus,-1.6703,-76.04439
Procyon cancrivorus,-1.67337,-76.02523
Procyon cancrivorus,-1.67606,-76.00633
Procyon cancrivorus,-1.67352,-75.99027
Procyon cancrivorus,-1.67881,-75.96796
Procyon cancrivorus,-1.69061,-75.99056
Procyon cancrivorus,-1.69804,-75.96896
Procyon cancrivorus,-1.7059,-76.04019
Procyon cancrivorus,-1.69819,-76.01207
Procyon cancrivorus,-1.72499,-76.03364
Procyon cancrivorus,-1.71765,-76.01682
Procyon cancrivorus,-1.71706,-75.99212
Procyon cancrivorus,-1.73713,-76.01693
Procyon cancrivorus,-1.73396,-75.99673
Procyon cancrivorus,-1.75021,-76.0383
Procyon cancrivorus,-1.75482,-75.9968
Procyon cancrivorus,-1.74527,-75.9786
Procyon cancrivorus,-1.76846,-76.03756
Procyon cancrivorus,-1.75859,-76.01706
Procyon cancrivorus,-1.77903,-76.01754
Procyon cancrivorus,-1.79898,-76.01696
Leopardus pardalis,-0.66918,-76.40045
Leopardus pardalis,-0.6085,-76.45716
Leopardus pardalis,-0.62452,-76.49674
Leopardus pardalis,-0.71741,-76.43811
Leopardus pardalis,-0.63938,-76.48049
Leopardus pardalis,-0.69898,-76.42073
Leopardus pardalis,-0.71426,-76.39288
Puma concolor,-0.65115,-76.43784
Leopardus pardalis,-0.61612,-76.47508
Leopardus pardalis,-0.62391,-76.43823
Leopardus pardalis,-0.71377,-76.41232
Leopardus pardalis,-0.67508,-76.42406
Leopardus pardalis,-0.65115,-76.43784
Leopardus pardalis,-0.6355,-76.41866
Leopardus pardalis,-0.69208,-76.38498
Leopardus pardalis,-0.63085,-76.45715
Puma concolor,-0.6355,-76.41866
Atelocynus microtis,-0.71377,-76.41232
Eira barbara,-0.6085,-76.45716
Nasua nasua,-0.62452,-76.49674
Panthera onca,-0.69373,-76.48198
Leopardus pardalis,-0.69684,-76.46047
Leopardus pardalis,-0.69847,-76.44279
Leopardus pardalis,-0.64693,-76.50264
Leopardus pardalis,-0.67048,-76.42401
Leopardus pardalis,-0.66094,-76.48655
Leopardus pardalis,-0.67697,-76.44801
Leopardus pardalis,-0.67496,-76.4656
Leopardus wiedii,-0.69208,-76.38498
Puma concolor,-0.63938,-76.48049
Atelocynus microtis,-0.71426,-76.39288
Procyon cancrivorus,-0.67508,-76.42406
Panthera onca,-0.66918,-76.40045
Panthera onca,-0.69847,-76.44279
Panthera onca,-0.63938,-76.48049
Panthera onca,-0.69511,-76.40308
Panthera onca,-0.71426,-76.39288
Leopardus pardalis,-0.69373,-76.48198
Leopardus pardalis,-0.71235,-76.37361
Leopardus pardalis,-0.69511,-76.40308
Leopardus wiedii,-0.69898,-76.42073
Puma concolor,-0.66918,-76.40045
Puma concolor,-0.61612,-76.47508
Puma concolor,-0.64693,-76.50264
Puma concolor,-0.67508,-76.42406
Puma concolor,-0.66094,-76.48655
Herpailurus yagouaroundi,-0.62391,-76.43823
Herpailurus yagouaroundi,-0.69511,-76.40308
Atelocynus microtis,-0.69898,-76.42073
Atelocynus microtis,-0.67048,-76.42401
Atelocynus microtis,-0.67508,-76.42406
Atelocynus microtis,-0.67697,-76.44801
Speothos venaticus,-0.67697,-76.44801
Eira barbara,-0.69684,-76.46047
Eira barbara,-0.62391,-76.43823
Eira barbara,-0.64693,-76.50264
Eira barbara,-0.69898,-76.42073
Eira barbara,-0.69511,-76.40308
Eira barbara,-0.71426,-76.39288
Nasua nasua,-0.71377,-76.41232
Nasua nasua,-0.65115,-76.43784
Nasua nasua,-0.66094,-76.48655
Procyon cancrivorus,-0.6085,-76.45716
Procyon cancrivorus,-0.6355,-76.41866
Panthera onca,-0.69684,-76.46047
Panthera onca,-0.61612,-76.47508
Panthera onca,-0.62452,-76.49674
Panthera onca,-0.71741,-76.43811
Panthera onca,-0.63085,-76.45715
Panthera onca,-0.62391,-76.43823
Panthera onca,-0.64693,-76.50264
Panthera onca,-0.69898,-76.42073
Panthera onca,-0.71377,-76.41232
Panthera onca,-0.6085,-76.45716
Panthera onca,-0.67048,-76.42401
Panthera onca,-0.67508,-76.42406
Panthera onca,-0.65115,-76.43784
Panthera onca,-0.6355,-76.41866
Panthera onca,-0.65521,-76.46256
Panthera onca,-0.66094,-76.48655
Panthera onca,-0.69208,-76.38498
Panthera onca,-0.71235,-76.37361
Panthera onca,-0.67697,-76.44801
Panthera onca,-0.67496,-76.4656
Leopardus pardalis,-0.65521,-76.46256
Leopardus wiedii,-0.69684,-76.46047
Leopardus wiedii,-0.66918,-76.40045
Leopardus wiedii,-0.61612,-76.47508
Leopardus wiedii,-0.62452,-76.49674
Leopardus wiedii,-0.69847,-76.44279
Leopardus wiedii,-0.71741,-76.43811
Leopardus wiedii,-0.63085,-76.45715
Leopardus wiedii,-0.62391,-76.43823
Leopardus wiedii,-0.63938,-76.48049
Leopardus wiedii,-0.64693,-76.50264
Leopardus wiedii,-0.71377,-76.41232
Leopardus wiedii,-0.69373,-76.48198
Leopardus wiedii,-0.6085,-76.45716
Leopardus wiedii,-0.67048,-76.42401
Leopardus wiedii,-0.67508,-76.42406
Leopardus wiedii,-0.65115,-76.43784
Leopardus wiedii,-0.6355,-76.41866
Leopardus wiedii,-0.65521,-76.46256
Leopardus wiedii,-0.66094,-76.48655
Leopardus wiedii,-0.71235,-76.37361
Leopardus wiedii,-0.69511,-76.40308
Leopardus wiedii,-0.71426,-76.39288
Leopardus wiedii,-0.67697,-76.44801
Leopardus wiedii,-0.67496,-76.4656
Puma concolor,-0.69684,-76.46047
Puma concolor,-0.62452,-76.49674
Puma concolor,-0.69847,-76.44279
Puma concolor,-0.71741,-76.43811
Puma concolor,-0.63085,-76.45715
Puma concolor,-0.62391,-76.43823
Puma concolor,-0.69898,-76.42073
Puma concolor,-0.71377,-76.41232
Puma concolor,-0.69373,-76.48198
Puma concolor,-0.6085,-76.45716
Puma concolor,-0.67048,-76.42401
Puma concolor,-0.65521,-76.46256
Puma concolor,-0.69208,-76.38498
Puma concolor,-0.71235,-76.37361
Puma concolor,-0.69511,-76.40308
Puma concolor,-0.71426,-76.39288
Puma concolor,-0.67697,-76.44801
Puma concolor,-0.67496,-76.4656
Herpailurus yagouaroundi,-0.69684,-76.46047
Herpailurus yagouaroundi,-0.66918,-76.40045
Herpailurus yagouaroundi,-0.61612,-76.47508
Herpailurus yagouaroundi,-0.62452,-76.49674
Herpailurus yagouaroundi,-0.69847,-76.44279
Herpailurus yagouaroundi,-0.71741,-76.43811
Herpailurus yagouaroundi,-0.63085,-76.45715
Herpailurus yagouaroundi,-0.63938,-76.48049
Herpailurus yagouaroundi,-0.64693,-76.50264
Herpailurus yagouaroundi,-0.69898,-76.42073
Herpailurus yagouaroundi,-0.71377,-76.41232
Herpailurus yagouaroundi,-0.69373,-76.48198
Herpailurus yagouaroundi,-0.6085,-76.45716
Herpailurus yagouaroundi,-0.67048,-76.42401
Herpailurus yagouaroundi,-0.67508,-76.42406
Herpailurus yagouaroundi,-0.65115,-76.43784
Herpailurus yagouaroundi,-0.6355,-76.41866
Herpailurus yagouaroundi,-0.65521,-76.46256
Herpailurus yagouaroundi,-0.66094,-76.48655
Herpailurus yagouaroundi,-0.69208,-76.38498
Herpailurus yagouaroundi,-0.71235,-76.37361
Herpailurus yagouaroundi,-0.71426,-76.39288
Herpailurus yagouaroundi,-0.67697,-76.44801
Herpailurus yagouaroundi,-0.67496,-76.4656
Atelocynus microtis,-0.69684,-76.46047
Atelocynus microtis,-0.66918,-76.40045
Atelocynus microtis,-0.61612,-76.47508
Atelocynus microtis,-0.62452,-76.49674
Atelocynus microtis,-0.69847,-76.44279
Atelocynus microtis,-0.71741,-76.43811
Atelocynus microtis,-0.63085,-76.45715
Atelocynus microtis,-0.62391,-76.43823
Atelocynus microtis,-0.63938,-76.48049
Atelocynus microtis,-0.64693,-76.50264
Atelocynus microtis,-0.69373,-76.48198
Atelocynus microtis,-0.6085,-76.45716
Atelocynus microtis,-0.65115,-76.43784
Atelocynus microtis,-0.6355,-76.41866
Atelocynus microtis,-0.65521,-76.46256
Atelocynus microtis,-0.66094,-76.48655
Atelocynus microtis,-0.69208,-76.38498
Atelocynus microtis,-0.71235,-76.37361
Atelocynus microtis,-0.69511,-76.40308
Atelocynus microtis,-0.67496,-76.4656
Speothos venaticus,-0.69684,-76.46047
Speothos venaticus,-0.66918,-76.40045
Speothos venaticus,-0.61612,-76.47508
Speothos venaticus,-0.62452,-76.49674
Speothos venaticus,-0.69847,-76.44279
Speothos venaticus,-0.71741,-76.43811
Speothos venaticus,-0.63085,-76.45715
Speothos venaticus,-0.62391,-76.43823
Speothos venaticus,-0.63938,-76.48049
Speothos venaticus,-0.64693,-76.50264
Speothos venaticus,-0.69898,-76.42073
Speothos venaticus,-0.71377,-76.41232
Speothos venaticus,-0.69373,-76.48198
Speothos venaticus,-0.6085,-76.45716
Speothos venaticus,-0.67048,-76.42401
Speothos venaticus,-0.67508,-76.42406
Speothos venaticus,-0.65115,-76.43784
Speothos venaticus,-0.6355,-76.41866
Speothos venaticus,-0.65521,-76.46256
Speothos venaticus,-0.66094,-76.48655
Speothos venaticus,-0.69208,-76.38498
Speothos venaticus,-0.71235,-76.37361
Speothos venaticus,-0.69511,-76.40308
Speothos venaticus,-0.71426,-76.39288
Speothos venaticus,-0.67496,-76.4656
Eira barbara,-0.66918,-76.40045
Eira barbara,-0.61612,-76.47508
Eira barbara,-0.62452,-76.49674
Eira barbara,-0.69847,-76.44279
Eira barbara,-0.71741,-76.43811
Eira barbara,-0.63085,-76.45715
Eira barbara,-0.63938,-76.48049
Eira barbara,-0.71377,-76.41232
Eira barbara,-0.69373,-76.48198
Eira barbara,-0.67048,-76.42401
Eira barbara,-0.67508,-76.42406
Eira barbara,-0.65115,-76.43784
Eira barbara,-0.6355,-76.41866
Eira barbara,-0.65521,-76.46256
Eira barbara,-0.66094,-76.48655
Eira barbara,-0.69208,-76.38498
Eira barbara,-0.71235,-76.37361
